fund_name,policy,fund_manager_name
K-ATECH,ลงทุนในกองทุน JPMorgan Pacific Technology - Class C (acc) - USD (กองทุนหลัก) ที่มีนโยบายเน้นลงทุนไม่น้อยกว่า 70% ของมูลค่าทรัพย์สินสุทธิของกองทุนในตราสารทุนของบริษัทที่ประกอบธุรกิจเกี่ยวกับเทคโนโลยี ซึ่งรวมถึงแต่ไม่จำกัดเพียงบริษัทที่ประกอบธุรกิจเกี่ยวกับเทคโนโลยี สื่อ และการสื่อสาร ในภูมิภาคเอเชียแปซิฟิกและญี่ปุ่น | ป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยนตามดุลยพินิจของผู้จัดการกองทุน | บริษัทที่บริหารจัดการกองทุนหลัก คือ JPMorgan Funds (Asia) Limited | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. ชุณหวรรณ ขัตตินานนท์
K-CBOND-A,ลงทุนในตราสารหนี้ที่ออกโดยบริษัทเอกชนและหรือรัฐวิสาหกิจในประเทศ ซึ่งคาดว่าจะให้ผลตอบแทนจากดอกเบี้ยและหรือกำไรส่วนเกินทุนในระดับสูง | ลงทุนในหน่วยลงทุนของกองทุนรวมอื่นซึ่งอยู่ภายใต้การบริหารจัดการได้ไม่เกิน 60% ของ NAV และกองทุนรวมอื่นนั้นมีการลงทุนในกองทุนรวมใดๆ ที่อยู่ภายใต้การบริหารจัดการของบริษัทจัดการเดียวกันต่อได้อีกไม่เกิน 1 ทอด | อาจลงทุนในสัญญาซื้อขายล่วงหน้าเพื่อการเพิ่มประสิทธิภาพการบริหารการลงทุน (Efficient Portfolio Management) | มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด และในบางโอกาสอาจสร้างผลตอบแทนสูงกว่าดัชนีชี้วัด,น.ส. จริยา พิมลไพบูลย์
K-CBOND-Z,ลงทุนในตราสารหนี้ที่ออกโดยบริษัทเอกชนและหรือรัฐวิสาหกิจในประเทศ ซึ่งคาดว่าจะให้ผลตอบแทนจากดอกเบี้ยและหรือกำไรส่วนเกินทุนในระดับสูง | ลงทุนในหน่วยลงทุนของกองทุนรวมอื่นซึ่งอยู่ภายใต้การบริหารจัดการได้ไม่เกิน 60% ของ NAV และกองทุนรวมอื่นนั้นมีการลงทุนในกองทุนรวมใดๆ ที่อยู่ภายใต้การบริหารจัดการของบริษัทจัดการเดียวกันต่อได้อีกไม่เกิน 1 ทอด | อาจลงทุนในสัญญาซื้อขายล่วงหน้าเพื่อการเพิ่มประสิทธิภาพการบริหารการลงทุน (Efficient Portfolio Management) | มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด และในบางโอกาสอาจสร้างผลตอบแทนสูงกว่าดัชนีชี้วัด,น.ส. จริยา พิมลไพบูลย์
K-GDRMF,"กองทุนนี้เปลี่ยนชื่อย่อกองทุนมาจาก KGDRMF เมื่อวันที่ 12 มีนาคม 2568 | ลงทุนในกองทุน SPDR Gold Trust (กองทุนหลัก) ที่เน้นลงทุนในทองคำแท่งเพื่อสร้างผลตอบแทนก่อนหักค่าใช้จ่ายให้ใกล้เคียงกับการเคลื่อนไหวของราคาทองคำแท่งในตลาดโลก | ป้องกันความเสี่ยงจากอัตราแลกเปลี่ยนไม่น้อยกว่า 90% ของมูลค่าเงินลงทุนต่างประเทศ | บริษัทที่บริหารจัดการกองทุนหลัก คือ World Gold Trust Services, LLC | มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking)",น.ส. สุธีวัน พงศธราธิก
K-STARRMF,กองทุนนี้เปลี่ยนชื่อย่อกองทุนมาจาก KSTARRMF เมื่อวันที่ 12 มีนาคม 2568 | เน้นลงทุนหุ้นไทยพื้นฐานดีที่มีศักยภาพการเติบโตในระยะยาว เพื่อมุ่งหวังสร้างผลตอบแทนที่ดีสม่ำเสมอ พร้อมทั้งจับจังหวะในการปรับเปลี่ยนสัดส่วนน้ำหนักรายกลุ่มอุตสาหกรรมและสัดส่วนการถือครองเงินสดในสถานการณ์ตลาดที่อำนวย เพื่อเพิ่มโอกาสในการสร้างผลตอบแทนในระยะสั้น | อาจมีการลงทุนในหุ้นต่างประเทศได้ไม่เกิน 25% ของ NAV โดยจะป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยนตามดุลยพินิจของผู้จัดการกองทุน | อาจลงทุนในสัญญาซื้อขายล่วงหน้าเพื่อการเพิ่มประสิทธิภาพการบริหารการลงทุน (Efficient Portfolio Management) | มุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. ภารดี มุณีสิทธิ์ | น.ส. นินัทธ์ วงศ์เสงี่ยม
K-SET50,ลงทุนหุ้นในดัชนี SET50 เพื่อสร้างผลตอบแทนให้ใกล้เคียงกับผลตอบแทนของดัชนีผลตอบแทนรวม SET50 | มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),น.ส. วินิทร ผ่องใส
K-AB22B,กองทุนนี้เปลี่ยนชื่อมาจากกองทุนเปิดเค ฟิกซ์เดท เอเชียน บอนด์ 2022B เมื่อวันที่ 2 กันยายน 2565 | ลงทุนโดยตรงในเงินฝาก ตราสารหนี้ภาครัฐและเอกชน หน่วย CIS สัญญาซื้อขายล่วงหน้าเพื่อการเพิ่มประสิทธิภาพการบริหารการลงทุน (Efficient Portfolio Management) ตราสารที่มีสัญญาซื้อขายล่วงหน้าแฝง (Structured Note) ธุรกรรมการให้ยืมหลักทรัพย์ (Securities Lending) ธุรกรรมการซื้อโดยมีสัญญาขายคืน (Reverse Repo) ทั้งในและต่างประเทศ | ป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยนไม่น้อยกว่า 90% ของมูลค่าเงินลงทุนในต่างประเทศ | เน้นลงทุนในตราสารหนี้ที่มีอันดับความน่าเชื่อถืออยู่ในอันดับที่สามารถลงทุนได้ อย่างไรก็ตาม กองทุนอาจลงทุนในตราสารหนี้ที่ไม่ได้รับการจัดอันดับความน่าเชื่อถือหรือได้รับการจัดอันดับความน่าเชื่อถือต่ำกว่าอันดับที่สามารถลงทุนได้ ไม่เกิน 20% ของ NAV | อาจลงทุนในหน่วยลงทุนของกองทุนรวมอื่นซึ่งอยู่ภายใต้การบริหารจัดการของบริษัทจัดการเดียวกันได้โดยไม่จำกัดอัตราส่วน และกองทุนรวมอื่นนั้นมีการลงทุนในหน่วยลงทุนของกองทุนรวมใดๆ ที่อยู่ภายใต้การบริหารจัดการของบริษัทจัดการเดียวกันต่อได้อีกไม่เกิน 1 ทอด | มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด และในบางโอกาสอาจสร้างผลตอบแทนสูงกว่าดัชนีชี้วัด,นาย ธีรุตร อัศวมงคลกุล
K-EQUITY,ลงทุนในหุ้นไทยที่มีพื้นฐานดีและมีศักยภาพในการเติบโตระยะยาว โดยพิจารณาลงทุนในหุ้นที่มีมูลค่าทางปัจจัยพื้นฐานที่เหมาะสม (Cheap Valuation) พร้อมทั้งมีการกระจายการลงทุนในหลากหลายกลุ่มอุตสาหกรรม เพื่อลดความเสี่ยงจากการกระจุกตัวของการลงทุน | อาจลงทุนในสัญญาซื้อขายล่วงหน้าเพื่อการเพิ่มประสิทธิภาพการบริหารการลงทุน (Efficient Portfolio Management) | มุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. พักตร์พริ้ง พู่ไพจิตรกุล
K-GPINUH-A(A),กองทุนจะลงทุนในกองทุน JPMorgan ETFs (Ireland) ICAV - Global Equity Premium Income Active UCITS ETF - USD (dist) (กองทุนหลัก) ที่มีนโยบายลงทุนในตราสารทุนทั่วโลก รวมถึงการขายสิทธิในการซื้อตราสารทุน (Equity Call Options) และสิทธิในการซื้อดัชนีที่อ้างอิงกับตราสารทุน (Equity Index Call Options) | กองทุนอาจลงทุนในสัญญาซื้อขายล่วงหน้าเพื่อการเพิ่มประสิทธิภาพการบริหารการลงทุน (Efficient Portfolio Management) และตราสารที่มีสัญญาซื้อขายล่วงหน้าแฝง (Structured Notes) | กองทุนจะไม่ป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยน | บริษัทที่บริหารจัดการกองทุนหลัก คือ JPMorgan Asset Management (Europe) S.à r.l. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. ชุณหวรรณ ขัตตินานนท์
K-GPINUH-A(R),กองทุนจะลงทุนในกองทุน JPMorgan ETFs (Ireland) ICAV - Global Equity Premium Income Active UCITS ETF - USD (dist) (กองทุนหลัก) ที่มีนโยบายลงทุนในตราสารทุนทั่วโลก รวมถึงการขายสิทธิในการซื้อตราสารทุน (Equity Call Options) และสิทธิในการซื้อดัชนีที่อ้างอิงกับตราสารทุน (Equity Index Call Options) | กองทุนอาจลงทุนในสัญญาซื้อขายล่วงหน้าเพื่อการเพิ่มประสิทธิภาพการบริหารการลงทุน (Efficient Portfolio Management) และตราสารที่มีสัญญาซื้อขายล่วงหน้าแฝง (Structured Notes) | กองทุนจะไม่ป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยน | บริษัทที่บริหารจัดการกองทุนหลัก คือ JPMorgan Asset Management (Europe) S.à r.l. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. ชุณหวรรณ ขัตตินานนท์
K-GPINUH-C(A),กองทุนจะลงทุนในกองทุน JPMorgan ETFs (Ireland) ICAV - Global Equity Premium Income Active UCITS ETF - USD (dist) (กองทุนหลัก) ที่มีนโยบายลงทุนในตราสารทุนทั่วโลก รวมถึงการขายสิทธิในการซื้อตราสารทุน (Equity Call Options) และสิทธิในการซื้อดัชนีที่อ้างอิงกับตราสารทุน (Equity Index Call Options) | กองทุนอาจลงทุนในสัญญาซื้อขายล่วงหน้าเพื่อการเพิ่มประสิทธิภาพการบริหารการลงทุน (Efficient Portfolio Management) และตราสารที่มีสัญญาซื้อขายล่วงหน้าแฝง (Structured Notes) | กองทุนจะไม่ป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยน | บริษัทที่บริหารจัดการกองทุนหลัก คือ JPMorgan Asset Management (Europe) S.à r.l. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. ชุณหวรรณ ขัตตินานนท์
K-GPROP-A(A),"ลงทุนในกองทุน Janus Henderson Horizon Global Property Equities Fund, Class H3q USD (กองทุนหลัก) ที่มี นโยบายลงทุนไม่น้อยกว่า 80% ในตราสารทุนของบริษัท หรือทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ (Real Estate Investment Trusts) หรือเทียบเท่า ที่มีการซื้อขายในตลาดหลักทรัพย์ ซึ่งมีรายได้หลักจากการเป็นเจ้าของ บริหาร และ/หรือพัฒนาอสังหาริมทรัพย์ทั่วโลก | ป้องกันความเสี่ยงจากอัตราแลกเปลี่ยนไม่น้อยกว่า 75% ของมูลค่าเงินลงทุนต่างประเทศ | บริษัทที่บริหารจัดการกองทุนหลัก คือ Henderson Management S.A. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management)",น.ส. ชุณหวรรณ ขัตตินานนท์
K-GPROP-A(D),"ลงทุนในกองทุน Janus Henderson Horizon Global Property Equities Fund, Class H3q USD (กองทุนหลัก) ที่มี นโยบายลงทุนไม่น้อยกว่า 80% ในตราสารทุนของบริษัท หรือทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ (Real Estate Investment Trusts) หรือเทียบเท่า ที่มีการซื้อขายในตลาดหลักทรัพย์ ซึ่งมีรายได้หลักจากการเป็นเจ้าของ บริหาร และ/หรือพัฒนาอสังหาริมทรัพย์ทั่วโลก | ป้องกันความเสี่ยงจากอัตราแลกเปลี่ยนไม่น้อยกว่า 75% ของมูลค่าเงินลงทุนต่างประเทศ | บริษัทที่บริหารจัดการกองทุนหลัก คือ Henderson Management S.A. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management)",น.ส. ชุณหวรรณ ขัตตินานนท์
K-GSELECT,กองทุนจะลงทุนในกองทุน JPMorgan Global Select Equity ETF (กองทุนหลัก) ซึ่งเป็นกองทุนอีทีเอฟที่จดทะเบียนซื้อขายในตลาดหลักทรัพย์ NASDAQ ประเทศสหรัฐอเมริกา และมีนโยบายเน้นลงทุนในตราสารทุนของบริษัทในประเทศที่พัฒนาแล้วทั่วโลก | กองทุนจะป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยนตามดุลยพินิจของผู้จัดการกองทุน | บริษัทที่บริหารจัดการกองทุนหลัก คือ J.P. Morgan Investment Management Inc. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. สุธีวัน พงศธราธิก
K-GSELECTRMF,กองทุนนี้เปลี่ยนชื่อย่อกองทุนมาจาก KGSELECTRMF เมื่อวันที่ 12 มีนาคม 2568 | กองทุนจะลงทุนในกองทุน JPMorgan Global Select Equity ETF (กองทุนหลัก) ซึ่งเป็นกองทุนอีทีเอฟที่จดทะเบียนซื้อขายในตลาดหลักทรัพย์ NASDAQ ประเทศสหรัฐอเมริกา และมีนโยบายเน้นลงทุนในตราสารทุนของบริษัทในประเทศที่พัฒนาแล้วทั่วโลก | กองทุนจะป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยนตามดุลยพินิจของผู้จัดการกองทุน | บริษัทที่บริหารจัดการกองทุนหลัก คือ J.P. Morgan Investment Management Inc. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. สุธีวัน พงศธราธิก
K-GSELECTU-A(A),กองทุนจะลงทุนในกองทุน JPMorgan Global Select Equity ETF (กองทุนหลัก) ซึ่งเป็นกองทุนอีทีเอฟที่จดทะเบียนซื้อขายในตลาดหลักทรัพย์ NASDAQ ประเทศสหรัฐอเมริกา และมีนโยบายเน้นลงทุนในตราสารทุนของบริษัทในประเทศที่พัฒนาแล้วทั่วโลก | กองทุนจะไม่ป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยน | บริษัทที่บริหารจัดการกองทุนหลัก คือ J.P. Morgan Investment Management Inc. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. สุธีวัน พงศธราธิก
K-GSELECTU-C(A),กองทุนจะลงทุนในกองทุน JPMorgan Global Select Equity ETF (กองทุนหลัก) ซึ่งเป็นกองทุนอีทีเอฟที่จดทะเบียนซื้อขายในตลาดหลักทรัพย์ NASDAQ ประเทศสหรัฐอเมริกา และมีนโยบายเน้นลงทุนในตราสารทุนของบริษัทในประเทศที่พัฒนาแล้วทั่วโลก | กองทุนจะไม่ป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยน | บริษัทที่บริหารจัดการกองทุนหลัก คือ J.P. Morgan Investment Management Inc. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. สุธีวัน พงศธราธิก
K-GTECH,"กองทุนหลักมีการเปลี่ยนชื่อกองทุนเป็นกองทุน CT (Lux) Global Technology, Class IU USD เมื่อวันที่ 5 มิ.ย. 67 | กองทุนจะลงทุนในกองทุน CT (Lux) Global Technology, Class IU USD (กองทุนหลัก) ที่มีนโยบายเน้นลงทุนในตราสารทุนของบริษัทที่ประกอบธุรกิจด้านเทคโนโลยีและอุตสาหกรรมที่เกี่ยวข้องกับเทคโนโลยีทั่วโลก ซึ่งกองทุนหลักมีการลงทุนที่กระจุกตัวและให้น้ำหนักการลงทุนตามระดับความเชื่อมั่น | กองทุนอาจลงทุนในสัญญาซื้อขายล่วงหน้าเพื่อการเพิ่มประสิทธิภาพการบริหารการลงทุน (Efficient Portfolio Management) และตราสารที่มีสัญญาซื้อขายล่วงหน้าแฝง (Structured Notes) | กองทุนจะป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยนตามดุลยพินิจของผู้จัดการกองทุน | บริษัทที่บริหารจัดการกองทุนหลัก คือ Threadneedle Management Luxembourg S.A. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management)",น.ส. ชุณหวรรณ ขัตตินานนท์
K-GTECHRMF,"กองทุนนี้เปลี่ยนชื่อย่อกองทุนมาจาก KGTECHRMF เมื่อวันที่ 12 มีนาคม 2568 | กองทุนหลักมีการเปลี่ยนชื่อกองทุนเป็นกองทุน CT (Lux) Global Technology, Class IU USD เมื่อวันที่ 5 มิ.ย. 67 | กองทุนจะลงทุนในกองทุน CT (Lux) Global Technology, Class IU USD (กองทุนหลัก) ที่มีนโยบายเน้นลงทุนในตราสารทุนของบริษัทที่ประกอบธุรกิจด้านเทคโนโลยีและอุตสาหกรรมที่เกี่ยวข้องกับเทคโนโลยีทั่วโลก ซึ่งกองทุนหลักมีการลงทุนที่กระจุกตัวและให้น้ำหนักการลงทุนตามระดับความเชื่อมั่น | กองทุนอาจลงทุนในสัญญาซื้อขายล่วงหน้าเพื่อการเพิ่มประสิทธิภาพการบริหารการลงทุน (Efficient Portfolio Management) และตราสารที่มีสัญญาซื้อขายล่วงหน้าแฝง (Structured Notes) | กองทุนจะป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยนตามดุลยพินิจของผู้จัดการกองทุน | บริษัทที่บริหารจัดการกองทุนหลัก คือ Threadneedle Management Luxembourg S.A. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management)",น.ส. ชุณหวรรณ ขัตตินานนท์
K-HIT-A(A),กองทุนนี้เปลี่ยนชื่อมาจากกองทุนเปิดเค โกลบอล ไฮ อิมแพ็ค ธีมาติก หุ้นทุน เมื่อวันที่ 27 มกราคม 2566 | ลงทุนในกองทุน Allianz Global Investors Fund – Allianz Thematica Share Class P (EUR) (กองทุนหลัก) ที่มี นโยบายลงทุนในตราสารทุนทั่วโลก มุ่งเน้นสร้างพอร์ตการลงทุนให้หลากหลายผ่านกลยุทธ์การคัดเลือกธีมการลงทุน (Theme) กลุ่มอุตสาหกรรม (Sector) และหุ้น (Stock) ซึ่งการคัดเลือกจะขึ้นอยู่กับดุลยพินิจของผู้จัดการกองทุนหลักในแต่ละช่วงเวลา โดยกองทุนหลักจะลงทุนในตราสารทุนตามวัตถุประสงค์การลงทุนไม่น้อยกว่า 70% ของมูลค่าทรัพย์สินของกองทุน และมีการลงทุนในตราสารทุนที่นอกเหนือตามวัตถุประสงค์ได้สุงสุดไม่เกิน 30% ของมูลค่าทรัพย์สินของกองทุน | ป้องกันความเสี่ยงจากอัตราแลกเปลี่ยนไม่น้อยกว่า 75% ของมูลค่าเงินลงทุนต่างประเทศ | บริษัทที่บริหารจัดการกองทุนหลัก คือ Allianz Global Investors GmbH | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. วีรยา จุลมนต์
K-INDIA-A(A),กองทุนจะลงทุนในกองทุน Goldman Sachs India Equity Portfolio Class I Shares (Acc.) (กองทุนหลัก) ที่มีนโยบายลงทุนอย่างน้อย 2 ใน 3 ของทรัพย์สินสุทธิในตราสารทุน และหรือตราสารและกองทุนที่มีความเกี่ยวข้องกับตราสารทุนของบริษัทที่ตั้งถิ่นฐานอยู่ในประเทศอินเดียหรือมีกำไรหรือรายได้หลักจากประเทศอินเดีย | ป้องกันความเสี่ยงจากอัตราแลกเปลี่ยนไม่น้อยกว่า 75% ของมูลค่าเงินลงทุนต่างประเทศ | บริษัทที่บริหารจัดการกองทุนหลัก คือ Goldman Sachs Asset Management B.V. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. ชุณหวรรณ ขัตตินานนท์
K-INDIA-A(D),กองทุนจะลงทุนในกองทุน Goldman Sachs India Equity Portfolio Class I Shares (Acc.) (กองทุนหลัก) ที่มีนโยบายลงทุนอย่างน้อย 2 ใน 3 ของทรัพย์สินสุทธิในตราสารทุน และหรือตราสารและกองทุนที่มีความเกี่ยวข้องกับตราสารทุนของบริษัทที่ตั้งถิ่นฐานอยู่ในประเทศอินเดียหรือมีกำไรหรือรายได้หลักจากประเทศอินเดีย | ป้องกันความเสี่ยงจากอัตราแลกเปลี่ยนไม่น้อยกว่า 75% ของมูลค่าเงินลงทุนต่างประเทศ | บริษัทที่บริหารจัดการกองทุนหลัก คือ Goldman Sachs Asset Management B.V. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. ชุณหวรรณ ขัตตินานนท์
K-INDIARMF,กองทุนนี้เปลี่ยนชื่อย่อกองทุนมาจาก KINDIARMF เมื่อวันที่ 12 มีนาคม 2568 | กองทุนจะลงทุนในกองทุน Goldman Sachs India Equity Portfolio Class I Shares (Acc.) (กองทุนหลัก) ที่มี นโยบายลงทุนอย่างน้อย 2 ใน 3 ของทรัพย์สินสุทธิในตราสารทุน และหรือตราสารและกองทุนที่มีความเกี่ยวข้องกับตราสารทุนของบริษัทที่ตั้งถิ่นฐานอยู่ในประเทศอินเดียหรือมีกำไรหรือรายได้หลักจากประเทศอินเดีย | กองทุนอาจลงทุนในสัญญาซื้อขายล่วงหน้าเพื่อการเพิ่มประสิทธิภาพการบริหารการลงทุน (Efficient Portfolio Management) และตราสารที่มีสัญญาซื้อขายล่วงหน้าแฝง (Structured Notes) | กองทุนจะป้องกันความเสี่ยงด้านอัตราแลกเปลี่ยนตามดุลยพินิจของผู้จัดการกองทุน | บริษัทที่บริหารจัดการกองทุนหลัก คือ Goldman Sachs Asset Management B.V. | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management),น.ส. ชุณหวรรณ ขัตตินานนท์
K-JP-A(D),"กองทุนนี้เปลี่ยนกองทุนหลักเป็นกองทุน Lazard Japanese Strategic Equity Fund, Class A Acc JPY เมื่อวันที่ 1 พ.ย. 67 | กองทุนจะลงทุนในกองทุน Lazard Japanese Strategic Equity Fund, Class A Acc JPY (กองทุนหลัก) ที่มีนโยบายลงทุนส่วนใหญ่ในตราสารทุนและหลักทรัพย์ที่เกี่ยวข้องกับตราสารทุน (เช่น หุ้นสามัญ หุ้นบุริมสิทธิ์ ใบสำคัญแสดงสิทธิ และสิทธิต่างๆ) ที่มีการซื้อขายในตลาดหลักทรัพย์ของประเทศญี่ปุ่น และอาจลงทุนในทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ที่จดทะเบียนซื้อขายในตลาดหลักทรัพย์ของประเทศญี่ปุ่น (J-REITs) | กองทุนจะป้องกันความเสี่ยงจากอัตราแลกเปลี่ยนไม่น้อยกว่า 75% ของมูลค่าเงินลงทุนต่างประเทศ | บริษัทที่บริหารจัดการกองทุนหลัก คือ Lazard Fund Managers (Ireland) Limited | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management)",น.ส. สุธีวัน พงศธราธิก
K-JPRMF,"กองทุนนี้เปลี่ยนชื่อย่อกองทุนมาจาก KJPRMF เมื่อวันที่ 12 มีนาคม 2568 | กองทุนนี้เปลี่ยนกองทุนหลักเป็นกองทุน Lazard Japanese Strategic Equity Fund, Class A Acc JPY เมื่อวันที่ 1 พ.ย. 67 | กองทุนจะลงทุนในกองทุน Lazard Japanese Strategic Equity Fund, Class A Acc JPY (กองทุนหลัก) ที่มีนโยบายลงทุนส่วนใหญ่ในตราสารทุนและหลักทรัพย์ที่เกี่ยวข้องกับตราสารทุน (เช่น หุ้นสามัญ หุ้นบุริมสิทธิ์ ใบสำคัญแสดงสิทธิ และสิทธิต่างๆ) ที่มีการซื้อขายในตลาดหลักทรัพย์ของประเทศญี่ปุ่น และอาจลงทุนในทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ที่จดทะเบียนซื้อขายในตลาดหลักทรัพย์ของประเทศญี่ปุ่น (J-REITs) | กองทุนจะป้องกันความเสี่ยงจากอัตราแลกเปลี่ยนไม่น้อยกว่า 75% ของมูลค่าเงินลงทุนต่างประเทศ | บริษัทที่บริหารจัดการกองทุนหลัก คือ Lazard Fund Managers (Ireland) Limited | กองทุนมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวสูงกว่าดัชนีชี้วัด (active management)",น.ส. สุธีวัน พงศธราธิก
K-JPX-A(A),"ลงทุนในกองทุน NEXT FUNDS TOPIX Exchange Traded Fund (กองทุนหลัก) ซึ่งเป็นกองทุนอีทีเอฟที่จดทะเบียนซื้อขายในตลาดหลักทรัพย์โตเกียว และมีนโยบายลงทุนให้มีผลตอบแทนตามดัชนีตลาดหุ้นญี่ปุ่น TOPIX | ป้องกันความเสี่ยงจากอัตราแลกเปลี่ยนไม่น้อยกว่า 75% ของมูลค่าเงินลงทุนต่างประเทศ | บริษัทที่บริหารจัดการกองทุนหลัก คือ Nomura Asset Management Co., Ltd. | มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามกองทุนหลัก โดยกองทุนหลักมุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking)",น.ส. สุธีวัน พงศธราธิก
